rank,star,status,status_datetime,trr_id,officer_id
Sergeant of Police,,SUBMITTED,2018-01-26 11:40:00 AM,429640,
Police Officer,,SUBMITTED,2018-01-26 05:56:00 PM,429978,
Detention Aide,,SUBMITTED,2018-01-31 04:06:00 PM,433757,
Police Officer,,SUBMITTED,2018-02-03 07:48:00 AM,435827,
Sergeant of Police,,SUBMITTED,2018-02-03 07:58:00 AM,435827,
Sergeant of Police,,SUBMITTED,2018-02-03 07:43:00 AM,435871,
Police Officer,,SUBMITTED,2018-02-04 09:19:00 AM,436660,
Police Officer,,SUBMITTED,2018-02-06 10:47:00 AM,437852,
Police Officer,,SUBMITTED,2018-02-07 11:21:00 AM,439141,
Police Officer,,SUBMITTED,2018-02-08 07:29:00 AM,439442,
Detention Aide,,SUBMITTED,2018-02-16 12:58:00 PM,439834,
Sergeant of Police,,SUBMITTED,2018-02-13 11:27:00 AM,443580,
Sergeant of Police,,SUBMITTED,2018-02-13 11:15:00 AM,443588,
Sergeant of Police,,SUBMITTED,2018-02-17 03:56:00 PM,446560,
Sergeant of Police,,SUBMITTED,2018-02-17 04:06:00 PM,446572,
Sergeant of Police,,SUBMITTED,2018-02-17 04:05:00 PM,446581,
Sergeant of Police,,SUBMITTED,2018-02-17 04:01:00 PM,446586,
Sergeant of Police,,SUBMITTED,2018-02-17 02:51:00 PM,446982,
Sergeant of Police,,SUBMITTED,2018-02-17 02:54:00 PM,446985,
Detention Aide,,SUBMITTED,2018-02-18 07:30:00 AM,447082,
Sergeant of Police,,SUBMITTED,2018-02-19 04:17:00 PM,448403,
Sergeant of Police,,SUBMITTED,2018-02-23 06:39:00 AM,451201,
Police Officer,,SUBMITTED,2018-02-22 05:46:00 PM,451238,
Sergeant of Police,,SUBMITTED,2018-02-23 06:21:00 AM,451238,
Police Officer,,SUBMITTED,2018-02-23 06:57:00 AM,451238,
Sergeant of Police,,SUBMITTED,2018-02-23 06:36:00 AM,451243,
Sergeant of Police,,SUBMITTED,2018-02-23 04:36:00 PM,452119,
Police Officer,,SUBMITTED,2018-02-24 08:50:00 AM,452625,
Police Officer,,SUBMITTED,2018-02-24 09:51:00 AM,452625,
Detention Aide,,SUBMITTED,2018-02-28 12:23:00 PM,456554,
Police Officer,,SUBMITTED,2018-03-04 07:36:00 AM,459550,
Police Officer,,SUBMITTED,2018-03-05 01:42:00 PM,460978,
Sergeant of Police,,SUBMITTED,2018-03-08 08:36:00 AM,463608,
Detention Aide,,SUBMITTED,2018-03-12 11:40:00 AM,467492,
Detention Aide,,SUBMITTED,2018-03-12 12:55:00 PM,467492,
Detention Aide,,SUBMITTED,2018-03-12 11:42:00 AM,467509,
Detention Aide,,SUBMITTED,2018-03-12 12:57:00 PM,467509,
Detention Aide,,SUBMITTED,2018-03-12 12:12:00 PM,467534,
Detention Aide,,SUBMITTED,2018-03-12 12:57:00 PM,467534,
Lieutenant of Police,,SUBMITTED,2018-03-15 02:20:00 PM,470357,
Lieutenant of Police,,SUBMITTED,2018-03-15 02:17:00 PM,470380,
Lieutenant of Police,,SUBMITTED,2018-03-15 02:12:00 PM,470399,
Police Officer,,SUBMITTED,2018-03-16 02:21:00 PM,471336,
Police Officer,,SUBMITTED,2018-03-16 03:43:00 PM,471336,
Sergeant of Police,,SUBMITTED,2018-03-16 04:02:00 PM,471336,
Lieutenant of Police,,APPROVED,2018-03-17 05:23:00 AM,471336,
Police Officer,,SUBMITTED,2018-03-16 01:12:00 PM,471490,
Police Officer,,SUBMITTED,2018-03-16 03:49:00 PM,471490,
Sergeant of Police,,SUBMITTED,2018-03-16 04:04:00 PM,471490,
Lieutenant of Police,,APPROVED,2018-03-17 05:24:00 AM,471490,
Police Officer,,SUBMITTED,2018-03-16 02:18:00 PM,471525,
Police Officer,,SUBMITTED,2018-03-16 03:47:00 PM,471525,
Sergeant of Police,,SUBMITTED,2018-03-16 04:03:00 PM,471525,
Lieutenant of Police,,APPROVED,2018-03-17 05:22:00 AM,471525,
Detention Aide,,SUBMITTED,2018-03-17 12:28:00 PM,472313,
Sergeant of Police,,SUBMITTED,2018-03-18 02:18:00 PM,473108,
Police Officer,,SUBMITTED,2018-03-18 03:08:00 PM,473160,
Lieutenant of Police,,APPROVED,2018-03-22 10:43:00 AM,476646,
Sergeant of Police,,SUBMITTED,2018-03-23 04:09:00 PM,477311,
Sergeant of Police,,SUBMITTED,2018-03-23 04:03:00 PM,477314,
Police Officer,,SUBMITTED,2018-03-25 04:35:00 PM,479698,
Sergeant of Police,,SUBMITTED,2018-03-27 08:15:00 AM,481092,
Police Officer,,SUBMITTED,2018-03-31 10:46:00 AM,484207,
Lieutenant of Police,,SUBMITTED,2018-04-01 02:38:00 PM,485296,
Lieutenant of Police,,APPROVED,2018-04-06 05:44:00 AM,489828,
Lieutenant of Police,,APPROVED,2018-04-06 05:50:00 AM,489829,
Lieutenant of Police,,APPROVED,2018-04-06 05:52:00 AM,489840,
Sergeant of Police,,SUBMITTED,2018-04-09 02:23:00 PM,492952,
Sergeant of Police,,SUBMITTED,2018-04-09 02:20:00 PM,492961,
Sergeant of Police,,SUBMITTED,2018-04-09 02:42:00 PM,492973,
Sergeant of Police,,SUBMITTED,2018-04-09 02:45:00 PM,492982,
Sergeant of Police,,SUBMITTED,2018-04-09 02:58:00 PM,492985,
Police Officer,,SUBMITTED,2018-04-12 05:27:00 AM,494813,
Sergeant of Police,,SUBMITTED,2018-04-12 06:22:00 AM,494813,
Police Officer,,SUBMITTED,2018-04-12 06:35:00 AM,494813,
Police Officer,,SUBMITTED,2018-04-12 05:31:00 AM,494814,
Sergeant of Police,,SUBMITTED,2018-04-12 06:16:00 AM,494814,
Police Officer,,SUBMITTED,2018-04-12 06:36:00 AM,494814,
Police Officer,,SUBMITTED,2018-04-12 08:01:00 AM,494859,
Police Officer,,SUBMITTED,2018-04-12 12:43:00 PM,494859,
Detention Aide,,SUBMITTED,2018-04-16 10:42:00 AM,498212,
Detention Aide,,SUBMITTED,2018-04-16 09:02:00 AM,498216,
Detention Aide,,SUBMITTED,2018-04-16 10:44:00 AM,498216,
Detention Aide,,SUBMITTED,2018-04-16 09:47:00 AM,498229,
Police Officer,,SUBMITTED,2018-04-20 08:49:00 AM,501748,
Detention Aide,,SUBMITTED,2018-04-20 05:44:00 AM,501976,
Lieutenant of Police,,APPROVED,2018-04-20 01:42:00 PM,502227,
Lieutenant of Police,,APPROVED,2018-04-20 01:39:00 PM,502269,
Sergeant of Police,,SUBMITTED,2018-04-20 04:56:00 PM,502406,
Sergeant of Police,,SUBMITTED,2018-04-20 04:33:00 PM,502468,
Police Officer,,SUBMITTED,2018-04-21 07:13:00 AM,502818,
Police Officer,,SUBMITTED,2018-04-27 04:04:00 PM,508860,
Sergeant of Police,,SUBMITTED,2018-04-28 06:44:00 AM,508860,
Police Officer,,SUBMITTED,2018-04-28 06:52:00 AM,508872,
Sergeant of Police,,SUBMITTED,2018-04-28 06:53:00 AM,508872,
Sergeant of Police,,SUBMITTED,2018-04-28 05:01:00 AM,509071,
Sergeant of Police,,SUBMITTED,2018-04-27 04:56:00 PM,509072,
Sergeant of Police,,SUBMITTED,2018-05-01 05:14:00 AM,511561,
Police Officer,,SUBMITTED,2018-05-01 05:00:00 AM,511673,
Police Officer,,SUBMITTED,2018-05-01 05:27:00 AM,511673,
Police Officer,,SUBMITTED,2018-05-01 05:01:00 AM,511677,
Sergeant of Police,,SUBMITTED,2018-05-01 12:48:00 PM,512522,
Police Officer,,SUBMITTED,2018-05-02 04:05:00 PM,513737,
Sergeant of Police,,SUBMITTED,2018-05-03 06:47:00 AM,513819,
Sergeant of Police,,SUBMITTED,2018-05-05 11:57:00 AM,515989,
Police Officer,,SUBMITTED,2018-05-05 10:56:00 AM,515993,
Police Officer,,SUBMITTED,2018-05-05 10:15:00 AM,516004,
Sergeant of Police,,SUBMITTED,2018-05-05 11:56:00 AM,516004,
Sergeant of Police,,SUBMITTED,2018-05-05 11:56:00 AM,516007,
Police Officer,,SUBMITTED,2018-05-05 10:59:00 AM,516017,
Sergeant of Police,,SUBMITTED,2018-05-05 11:58:00 AM,516028,
Sergeant of Police,,SUBMITTED,2018-05-05 11:54:00 AM,516038,
Sergeant of Police,,SUBMITTED,2018-05-05 03:02:00 PM,516667,
Police Officer,,SUBMITTED,2018-05-06 08:59:00 AM,517110,
Sergeant of Police,,SUBMITTED,2018-05-06 09:21:00 AM,517110,
Sergeant of Police,,SUBMITTED,2018-05-06 04:27:00 PM,517422,
Sergeant of Police,,SUBMITTED,2018-05-07 05:05:00 AM,517456,
Police Officer,,SUBMITTED,2018-05-07 01:22:00 PM,518256,
Police Officer,,SUBMITTED,2018-05-09 08:13:00 AM,519630,
Police Officer,,SUBMITTED,2018-05-10 08:27:00 AM,520971,
Sergeant of Police,,SUBMITTED,2018-05-10 09:32:00 AM,520971,
Sergeant of Police,,SUBMITTED,2018-05-10 09:28:00 AM,520973,
Police Officer,,SUBMITTED,2018-05-13 07:07:00 AM,523267,
Police Officer,,SUBMITTED,2018-05-13 06:49:00 AM,523320,
Police Officer,,SUBMITTED,2018-05-17 05:11:00 AM,526473,
Sergeant of Police,,SUBMITTED,2018-05-17 06:56:00 AM,526473,
Police Officer,,SUBMITTED,2018-05-17 05:14:00 AM,526475,
Sergeant of Police,,SUBMITTED,2018-05-17 06:52:00 AM,526475,
Police Officer,,SUBMITTED,2018-05-17 06:02:00 AM,526507,
Sergeant of Police,,SUBMITTED,2018-05-17 06:46:00 AM,526507,
Police Officer,,SUBMITTED,2018-05-20 06:51:00 AM,529182,
Police Officer,,SUBMITTED,2018-05-20 08:46:00 AM,529182,
Sergeant of Police,,SUBMITTED,2018-05-21 09:30:00 AM,530676,
Police Officer,,SUBMITTED,2018-05-26 06:01:00 AM,534977,
Detention Aide,,SUBMITTED,2018-05-26 10:19:00 AM,535403,
Lieutenant of Police,,APPROVED,2018-05-28 05:43:00 AM,537260,
Police Officer,,SUBMITTED,2018-05-28 10:30:00 AM,537902,
Police Officer,,SUBMITTED,2018-05-28 02:39:00 PM,537902,
Detention Aide,,SUBMITTED,2018-05-28 04:51:00 PM,538276,
Police Officer,,SUBMITTED,2018-05-31 06:54:00 AM,540573,
Police Officer,,SUBMITTED,2018-05-31 02:36:00 PM,540573,
Sergeant of Police,,SUBMITTED,2018-05-31 03:48:00 PM,540573,
Sergeant of Police,,SUBMITTED,2018-05-31 03:11:00 PM,541232,
Sergeant of Police,,SUBMITTED,2018-06-01 07:05:00 AM,541721,
Police Officer,,SUBMITTED,2018-06-02 07:18:00 AM,542786,
Sergeant of Police,,SUBMITTED,2018-06-02 07:32:00 AM,542786,
Detention Aide,,SUBMITTED,2018-06-04 08:21:00 AM,544169,
Police Officer,,SUBMITTED,2018-06-05 07:10:00 AM,545075,
Police Officer,,SUBMITTED,2018-06-07 07:05:00 AM,547133,
Police Officer,,SUBMITTED,2018-06-07 07:13:00 AM,547612,
Sergeant of Police,,SUBMITTED,2018-06-07 01:18:00 PM,547612,
SERGEANT,1486,,2016-04-15 05:18:00 AM,96477,32067
Police Officer,,SUBMITTED,2018-06-07 10:40:00 AM,547811,
Sergeant of Police,,SUBMITTED,2018-06-07 11:53:00 AM,547811,
Police Officer,,SUBMITTED,2018-06-07 04:24:00 PM,547975,
Sergeant of Police,,SUBMITTED,2018-06-07 04:26:00 PM,547987,
Police Officer,,SUBMITTED,2018-06-08 05:58:00 AM,548402,
Police Officer,,SUBMITTED,2018-06-08 07:01:00 AM,548444,
Police Officer,,SUBMITTED,2018-06-08 07:00:00 AM,548488,
Sergeant of Police,,SUBMITTED,2018-06-08 07:33:00 AM,548488,
Lieutenant of Police,,APPROVED,2018-06-18 06:20:00 AM,557130,
Sergeant of Police,,SUBMITTED,2018-06-18 09:50:00 AM,557237,
Sergeant of Police,,SUBMITTED,2018-06-18 07:58:00 AM,557245,
Sergeant of Police,,SUBMITTED,2018-06-18 08:38:00 AM,557250,
Sergeant of Police,,SUBMITTED,2018-06-18 09:52:00 AM,557262,
Police Officer,,SUBMITTED,2018-06-19 08:39:00 AM,558468,
Sergeant of Police,,SUBMITTED,2018-06-19 09:51:00 AM,558468,
Sergeant of Police,,SUBMITTED,2018-06-19 09:49:00 AM,558580,
Detention Aide,,SUBMITTED,2018-06-21 06:09:00 AM,560309,
Police Officer,,SUBMITTED,2018-06-21 09:52:00 AM,560552,
Sergeant of Police,,SUBMITTED,2018-06-21 10:52:00 AM,560552,
Police Officer,,SUBMITTED,2018-06-23 01:09:00 PM,561967,
Police Officer,,SUBMITTED,2018-06-23 12:49:00 PM,561969,
LIEUTENANT,199,,2016-04-15 07:02:00 AM,96477,5100
Detention Aide,,SUBMITTED,2018-06-24 04:36:00 PM,562913,
Sergeant of Police,,SUBMITTED,2018-06-25 08:33:00 AM,563284,
Sergeant of Police,,SUBMITTED,2018-06-25 06:54:00 AM,563388,
Police Officer,,SUBMITTED,2018-06-25 09:13:00 AM,563475,
Police Officer,,SUBMITTED,2018-06-25 10:33:00 AM,563475,
Police Officer,,SUBMITTED,2018-06-26 11:51:00 AM,564572,
Police Officer,,SUBMITTED,2018-06-26 12:06:00 PM,564589,
Sergeant of Police,,SUBMITTED,2018-06-26 07:56:00 AM,565035,
Sergeant of Police,,SUBMITTED,2018-06-28 11:52:00 AM,567084,
Sergeant of Police,,SUBMITTED,2018-06-28 11:50:00 AM,567115,
Sergeant of Police,,SUBMITTED,2018-06-28 10:34:00 AM,567117,
Lieutenant of Police,,APPROVED,2018-06-28 10:54:00 AM,567117,
