count,name,id,year
8,Galewood,367,2005
3,Galewood,367,2006
4,Galewood,367,2007
5,Galewood,367,2008
8,Galewood,367,2009
4,Galewood,367,2010
3,Galewood,367,2011
11,Galewood,367,2012
6,Galewood,367,2013
11,Galewood,367,2014
8,Galewood,367,2015
1,Galewood,367,2016
4,Montclare,368,2004
9,Montclare,368,2005
2,Montclare,368,2006
3,Montclare,368,2007
5,Montclare,368,2008
2,Montclare,368,2009
8,Montclare,368,2010
9,Montclare,368,2011
10,Montclare,368,2012
4,Montclare,368,2013
4,Montclare,368,2014
12,Montclare,368,2015
4,Montclare,368,2016
61,Belmont Cragin,369,2004
88,Belmont Cragin,369,2005
71,Belmont Cragin,369,2006
76,Belmont Cragin,369,2007
116,Belmont Cragin,369,2008
117,Belmont Cragin,369,2009
109,Belmont Cragin,369,2010
135,Belmont Cragin,369,2011
99,Belmont Cragin,369,2012
58,Belmont Cragin,369,2013
117,Belmont Cragin,369,2014
124,Belmont Cragin,369,2015
17,Belmont Cragin,369,2016
357,Austin,370,2004
409,Austin,370,2005
379,Austin,370,2006
367,Austin,370,2007
409,Austin,370,2008
511,Austin,370,2009
555,Austin,370,2010
553,Austin,370,2011
524,Austin,370,2012
518,Austin,370,2013
558,Austin,370,2014
535,Austin,370,2015
101,Austin,370,2016
6,Ukrainian Village,371,2004
8,Ukrainian Village,371,2005
11,Ukrainian Village,371,2006
3,Ukrainian Village,371,2007
8,Ukrainian Village,371,2008
1,Ukrainian Village,371,2009
7,Ukrainian Village,371,2010
8,Ukrainian Village,371,2011
4,Ukrainian Village,371,2012
7,Ukrainian Village,371,2014
12,Ukrainian Village,371,2015
2,Ukrainian Village,371,2016
11,Old Town,372,2004
36,Old Town,372,2005
28,Old Town,372,2006
27,Old Town,372,2007
33,Old Town,372,2008
18,Old Town,372,2009
23,Old Town,372,2010
19,Old Town,372,2011
16,Old Town,372,2012
28,Old Town,372,2013
19,Old Town,372,2014
31,Old Town,372,2015
3,Old Town,372,2016
8,Gold Coast,373,2004
5,Gold Coast,373,2005
20,Gold Coast,373,2006
7,Gold Coast,373,2007
7,Gold Coast,373,2008
7,Gold Coast,373,2009
7,Gold Coast,373,2010
7,Gold Coast,373,2011
21,Gold Coast,373,2012
8,Gold Coast,373,2013
7,Gold Coast,373,2014
16,Gold Coast,373,2015
5,Gold Coast,373,2016
10,Boystown,374,2004
8,Boystown,374,2005
5,Boystown,374,2006
8,Boystown,374,2007
2,Boystown,374,2008
9,Boystown,374,2009
7,Boystown,374,2010
8,Boystown,374,2011
4,Boystown,374,2012
5,Boystown,374,2013
6,Boystown,374,2014
7,Boystown,374,2015
1,Boystown,374,2016
121,River North,375,2004
152,River North,375,2005
144,River North,375,2006
138,River North,375,2007
125,River North,375,2008
157,River North,375,2009
148,River North,375,2010
108,River North,375,2011
118,River North,375,2012
129,River North,375,2013
98,River North,375,2014
76,River North,375,2015
13,River North,375,2016
