rank,star,status,status_datetime,officer_id,trr_id
Police Officer,,SUBMITTED,2018-07-29 06:35:00 AM,,595619
Sergeant of Police,,SUBMITTED,2018-07-29 06:36:00 AM,,595619
Lieutenant of Police,,APPROVED,2018-07-29 06:55:00 AM,,595619
Police Officer,,SUBMITTED,2018-08-02 08:22:00 AM,,595619
Sergeant of Police,,APPROVED,2018-08-02 11:20:00 AM,,595619
Sergeant of Police,,SUBMITTED,2018-07-29 06:11:00 AM,,595622
Lieutenant of Police,,SUBMITTED,2018-07-29 06:26:00 AM,,595622
Lieutenant of Police,,APPROVED,2018-07-29 06:31:00 AM,,595622
Police Officer,,SUBMITTED,2018-08-02 08:26:00 AM,,595622
Sergeant of Police,,APPROVED,2018-08-02 11:19:00 AM,,595622
Police Officer,,SUBMITTED,2018-07-29 11:14:00 AM,,595623
Lieutenant of Police,,APPROVED,2018-07-29 12:55:00 AM,,595771
Police Officer,,SUBMITTED,2018-07-29 12:08:00 AM,,595623
Sergeant of Police,,SUBMITTED,2018-07-29 12:31:00 AM,,595623
Lieutenant of Police,,APPROVED,2018-08-04 11:29:00 AM,,595623
Police Officer,,SUBMITTED,2018-08-07 07:20:00 AM,,595623
Sergeant of Police,,SUBMITTED,2018-08-08 07:30:00 AM,,595623
Sergeant of Police,,SUBMITTED,2018-08-13 08:28:00 AM,,595623
Captain of Police,,APPROVED,2018-09-12 02:08:00 PM,,595623
Police Officer,,SUBMITTED,2018-07-29 06:13:00 AM,,595678
Sergeant of Police,,SUBMITTED,2018-07-29 06:37:00 AM,,595678
Lieutenant of Police,,APPROVED,2018-07-29 06:47:00 AM,,595678
Police Officer,,SUBMITTED,2018-08-02 08:31:00 AM,,595678
Sergeant of Police,,APPROVED,2018-08-02 11:18:00 AM,,595678
Police Officer,,SUBMITTED,2018-07-29 06:57:00 AM,,595690
Sergeant of Police,,SUBMITTED,2018-07-29 09:59:00 AM,,595690
Police Officer,,SUBMITTED,2018-07-29 09:41:00 AM,,595690
Lieutenant of Police,,APPROVED,2018-07-29 09:44:00 AM,,595690
Police Officer,,SUBMITTED,2018-08-16 04:25:00 PM,,595690
Sergeant of Police,,APPROVED,2018-08-16 06:06:00 AM,,595690
Police Officer,,SUBMITTED,2018-07-29 07:33:00 AM,,595711
Sergeant of Police,,SUBMITTED,2018-07-29 08:01:00 AM,,595711
Lieutenant of Police,,APPROVED,2018-07-29 08:19:00 AM,,595711
Police Officer,,SUBMITTED,2018-07-29 11:23:00 AM,,595748
Sergeant of Police,,SUBMITTED,2018-07-29 11:44:00 AM,,595748
Lieutenant of Police,,APPROVED,2018-07-29 12:05:00 AM,,595748
Police Officer,,SUBMITTED,2018-07-29 08:59:00 AM,,595752
Sergeant of Police,,SUBMITTED,2018-07-29 09:34:00 AM,,595752
Lieutenant of Police,,APPROVED,2018-07-29 09:37:00 AM,,595752
Police Officer,,SUBMITTED,2018-08-06 12:10:00 AM,,595752
Sergeant of Police,,SUBMITTED,2018-08-07 01:13:00 PM,,595752
Sergeant of Police,,SUBMITTED,2018-08-07 07:13:00 AM,,595752
Sergeant of Police,,APPROVED,2018-08-08 01:28:00 PM,,595752
Police Officer,,SUBMITTED,2018-07-29 08:35:00 AM,,595760
Sergeant of Police,,SUBMITTED,2018-07-29 08:43:00 AM,,595760
Lieutenant of Police,,APPROVED,2018-07-29 09:31:00 AM,,595760
Police Officer,,SUBMITTED,2018-08-16 09:39:00 AM,,595760
Sergeant of Police,,SUBMITTED,2018-08-16 11:00:00 AM,,595760
Sergeant of Police,,SUBMITTED,2018-08-17 06:03:00 AM,,595760
Sergeant of Police,,APPROVED,2018-08-23 08:05:00 AM,,595760
Police Officer,,SUBMITTED,2018-07-29 08:35:00 AM,,595761
Sergeant of Police,,SUBMITTED,2018-07-29 08:47:00 AM,,595761
Lieutenant of Police,,APPROVED,2018-07-29 09:32:00 AM,,595761
Police Officer,,SUBMITTED,2018-08-16 09:47:00 AM,,595761
Sergeant of Police,,APPROVED,2018-08-20 02:01:00 PM,,595761
Police Officer,,SUBMITTED,2018-07-29 10:45:00 AM,,595764
Sergeant of Police,,SUBMITTED,2018-07-29 09:18:00 AM,,595764
Lieutenant of Police,,APPROVED,2018-07-29 09:40:00 AM,,595764
Police Officer,,SUBMITTED,2018-08-02 01:43:00 PM,,595764
Sergeant of Police,,APPROVED,2018-08-02 01:51:00 PM,,595764
Police Officer,,SUBMITTED,2018-07-29 08:41:00 AM,,595766
Sergeant of Police,,SUBMITTED,2018-07-29 10:30:00 AM,,595766
Police Officer,,SUBMITTED,2018-07-29 11:09:00 AM,,595766
Lieutenant of Police,,APPROVED,2018-07-29 11:17:00 AM,,595766
Police Officer,,SUBMITTED,2018-07-29 10:40:00 AM,,595771
Sergeant of Police,,SUBMITTED,2018-07-29 12:45:00 AM,,595771
Police Officer,,SUBMITTED,2018-07-29 09:47:00 AM,,595776
Sergeant of Police,,SUBMITTED,2018-07-29 10:59:00 AM,,595776
Lieutenant of Police,,APPROVED,2018-07-29 11:18:00 AM,,595776
Police Officer,,SUBMITTED,2018-07-29 09:08:00 AM,,595777
Sergeant of Police,,SUBMITTED,2018-07-29 10:35:00 AM,,595777
Police Officer,,SUBMITTED,2018-07-29 11:08:00 AM,,595777
Lieutenant of Police,,APPROVED,2018-07-29 11:14:00 AM,,595777
Police Officer,,SUBMITTED,2018-07-29 12:34:00 AM,,595815
Sergeant of Police,,SUBMITTED,2018-07-29 12:46:00 AM,,595815
Lieutenant of Police,,APPROVED,2018-07-29 12:52:00 AM,,595815
Police Officer,,SUBMITTED,2018-07-29 03:15:00 PM,,595822
Sergeant of Police,,SUBMITTED,2018-07-29 07:17:00 AM,,595822
Lieutenant of Police,,APPROVED,2018-07-29 07:26:00 AM,,595822
Sergeant of Police,,SUBMITTED,2018-07-30 11:48:00 AM,,595822
Sergeant of Police,,APPROVED,2018-07-30 11:48:00 AM,,595822
Police Officer,,SUBMITTED,2018-07-29 05:02:00 AM,,595852
Sergeant of Police,,SUBMITTED,2018-07-29 07:18:00 AM,,595852
Lieutenant of Police,,APPROVED,2018-07-29 07:32:00 AM,,595852
Sergeant of Police,,SUBMITTED,2018-07-29 07:21:00 AM,,595953
Lieutenant of Police,,APPROVED,2018-07-29 08:15:00 AM,,595953
Police Officer,,SUBMITTED,2018-07-29 06:52:00 AM,,595956
Sergeant of Police,,SUBMITTED,2018-07-29 07:17:00 AM,,595956
Lieutenant of Police,,APPROVED,2018-07-29 07:58:00 AM,,595956
Police Officer,,SUBMITTED,2018-07-29 06:58:00 AM,,595960
Sergeant of Police,,SUBMITTED,2018-07-29 07:13:00 AM,,595960
Lieutenant of Police,,APPROVED,2018-07-29 07:55:00 AM,,595960
Police Officer,,SUBMITTED,2018-07-29 07:33:00 AM,,595985
Sergeant of Police,,SUBMITTED,2018-07-29 07:41:00 AM,,595985
Lieutenant of Police,,APPROVED,2018-07-29 08:23:00 AM,,595985
Police Officer,,SUBMITTED,2018-07-29 04:23:00 PM,,596287
Sergeant of Police,,SUBMITTED,2018-07-29 04:39:00 PM,,596287
Lieutenant of Police,,APPROVED,2018-07-30 06:58:00 AM,,596287
Police Officer,,SUBMITTED,2018-08-13 10:21:00 AM,,596287
Sergeant of Police,,SUBMITTED,2018-08-14 06:06:00 AM,,596287
Sergeant of Police,,SUBMITTED,2018-08-15 01:59:00 PM,,596287
Captain of Police,,APPROVED,2018-09-19 02:51:00 PM,,596287
Police Officer,,SUBMITTED,2018-07-29 04:20:00 PM,,596315
Sergeant of Police,,SUBMITTED,2018-07-29 04:36:00 PM,,596315
Lieutenant of Police,,APPROVED,2018-07-30 06:55:00 AM,,596315
Police Officer,,SUBMITTED,2018-08-13 10:26:00 AM,,596315
Sergeant of Police,,APPROVED,2018-08-14 06:06:00 AM,,596315
Police Officer,,SUBMITTED,2018-07-30 05:28:00 AM,,596363
Sergeant of Police,,SUBMITTED,2018-07-30 06:28:00 AM,,596363
Lieutenant of Police,,APPROVED,2018-07-30 09:08:00 AM,,596363
Sergeant of Police,,SUBMITTED,2018-07-31 11:54:00 AM,,596363
Sergeant of Police,,APPROVED,2018-07-31 11:54:00 AM,,596363
Police Officer as Detective,,SUBMITTED,2018-07-30 05:33:00 AM,,596384
Sergeant of Police,,SUBMITTED,2018-07-30 06:20:00 AM,,596384
Lieutenant of Police,,APPROVED,2018-07-30 08:59:00 AM,,596384
Police Officer,,SUBMITTED,2018-07-30 07:15:00 AM,,596437
Sergeant of Police,,SUBMITTED,2018-07-30 08:17:00 AM,,596437
Lieutenant of Police,,APPROVED,2018-07-30 08:31:00 AM,,596437
Police Officer,,SUBMITTED,2018-08-15 06:44:00 AM,,596627
Sergeant of Police,,SUBMITTED,2018-08-16 03:35:00 PM,,596627
Lieutenant of Police,,APPROVED,2018-08-18 06:48:00 AM,,596627
Sergeant of Police,,SUBMITTED,2018-09-27 06:59:00 AM,,596627
Sergeant of Police,,APPROVED,2018-09-27 06:59:00 AM,,596627
Police Officer,,SUBMITTED,2018-07-30 04:42:00 PM,,596648
Sergeant of Police,,SUBMITTED,2018-07-30 05:13:00 AM,,596648
Police Officer,,SUBMITTED,2018-07-30 05:24:00 AM,,596648
Lieutenant of Police,,APPROVED,2018-07-30 05:44:00 AM,,596648
Sergeant of Police,,SUBMITTED,2018-07-30 11:46:00 AM,,596648
Sergeant of Police,,APPROVED,2018-07-30 11:47:00 AM,,596648
Police Officer,,SUBMITTED,2018-07-30 02:16:00 PM,,597084
Sergeant of Police,,SUBMITTED,2018-07-30 02:30:00 PM,,597084
Police Officer,,SUBMITTED,2018-07-30 02:40:00 PM,,597084
Lieutenant of Police,,APPROVED,2018-07-30 02:42:00 PM,,597084
Sergeant of Police,,SUBMITTED,2018-07-31 12:04:00 AM,,597084
Sergeant of Police,,APPROVED,2018-07-31 12:04:00 AM,,597084
Sergeant of Police,,SUBMITTED,2018-07-31 06:31:00 AM,,597275
Sergeant of Police,,SUBMITTED,2018-07-31 06:47:00 AM,,597275
Sergeant of Police,,SUBMITTED,2018-07-31 07:01:00 AM,,597275
Lieutenant of Police,,APPROVED,2018-07-31 07:04:00 AM,,597275
Police Officer,,SUBMITTED,2018-07-31 10:45:00 AM,,597295
Sergeant of Police,,SUBMITTED,2018-07-31 10:52:00 AM,,597295
Lieutenant of Police,,APPROVED,2018-07-31 11:05:00 AM,,597295
Police Officer,,SUBMITTED,2018-08-07 02:28:00 PM,,597295
Sergeant of Police,,APPROVED,2018-08-07 03:45:00 PM,,597295
Sergeant of Police,,SUBMITTED,2018-08-07 12:00:00 AM,,597533
Lieutenant of Police,,APPROVED,2018-08-08 01:01:00 PM,,597533
Police Officer,,SUBMITTED,2018-08-17 04:36:00 PM,,597533
Sergeant of Police,,APPROVED,2018-08-17 07:11:00 AM,,597533
Police Officer,,SUBMITTED,2018-08-08 02:06:00 PM,,597598
Sergeant of Police,,SUBMITTED,2018-09-08 02:15:00 PM,,597598
Lieutenant of Police,,APPROVED,2018-09-08 03:05:00 PM,,597598
Police Officer,,SUBMITTED,2018-09-10 06:19:00 AM,,597598
Sergeant of Police,,APPROVED,2018-09-12 06:20:00 AM,,597598
Police Officer,,SUBMITTED,2018-07-31 08:53:00 AM,,597731
Sergeant of Police,,SUBMITTED,2018-07-31 09:30:00 AM,,597731
Lieutenant of Police,,APPROVED,2018-07-31 09:41:00 AM,,597731
Police Officer,,SUBMITTED,2018-07-31 02:53:00 PM,,598109
Sergeant of Police,,SUBMITTED,2018-07-31 04:49:00 PM,,598109
Lieutenant of Police,,APPROVED,2018-08-01 05:22:00 AM,,598109
Police Officer,,SUBMITTED,2018-08-01 05:33:00 AM,,598215
Sergeant of Police,,SUBMITTED,2018-08-01 06:21:00 AM,,598215
Police Officer,,SUBMITTED,2018-08-01 07:00:00 AM,,598215
Lieutenant of Police,,APPROVED,2018-08-01 07:23:00 AM,,598215
Police Officer,,SUBMITTED,2018-08-16 06:11:00 AM,,598215
Sergeant of Police,,APPROVED,2018-08-17 02:30:00 PM,,598215
Police Officer,,SUBMITTED,2018-08-01 05:03:00 AM,,598263
Sergeant of Police,,SUBMITTED,2018-08-01 05:36:00 AM,,598263
Lieutenant of Police,,APPROVED,2018-08-01 05:45:00 AM,,598263
Police Officer,,SUBMITTED,2018-08-01 05:45:00 AM,,598281
Sergeant of Police,,SUBMITTED,2018-08-01 06:30:00 AM,,598281
Police Officer,,SUBMITTED,2018-08-01 06:56:00 AM,,598281
Lieutenant of Police,,APPROVED,2018-08-01 07:19:00 AM,,598281
Police Officer,,SUBMITTED,2018-08-16 06:53:00 AM,,598281
Sergeant of Police,,SUBMITTED,2018-08-17 02:30:00 PM,,598281
Sergeant of Police,,SUBMITTED,2018-08-17 07:41:00 AM,,598281
Sergeant of Police,,APPROVED,2018-08-27 03:09:00 PM,,598281
Police Officer,,SUBMITTED,2018-08-01 08:00:00 AM,,598297
Sergeant of Police,,SUBMITTED,2018-08-01 08:09:00 AM,,598297
Lieutenant of Police,,APPROVED,2018-08-01 08:40:00 AM,,598297
Police Officer,,SUBMITTED,2018-08-16 06:15:00 AM,,598297
Sergeant of Police,,SUBMITTED,2018-08-16 06:30:00 AM,,598297
Sergeant of Police,,SUBMITTED,2018-08-17 08:13:00 AM,,598297
Sergeant of Police,,APPROVED,2018-08-23 08:10:00 AM,,598297
Police Officer,,SUBMITTED,2018-08-01 06:09:00 AM,,598333
Police Officer,,SUBMITTED,2018-08-01 06:53:00 AM,,598333
Sergeant of Police,,SUBMITTED,2018-08-01 07:16:00 AM,,598333
Lieutenant of Police,,APPROVED,2018-08-01 07:26:00 AM,,598333
Police Officer,,SUBMITTED,2018-08-16 06:57:00 AM,,598333
Sergeant of Police,,APPROVED,2018-08-17 02:29:00 PM,,598333
Police Officer,,SUBMITTED,2018-08-01 06:14:00 AM,,598335
Police Officer,,SUBMITTED,2018-08-01 06:53:00 AM,,598335
Sergeant of Police,,SUBMITTED,2018-08-01 07:17:00 AM,,598335
Lieutenant of Police,,APPROVED,2018-08-01 07:28:00 AM,,598335
Police Officer,,SUBMITTED,2018-08-16 06:59:00 AM,,598335
Sergeant of Police,,APPROVED,2018-08-17 02:29:00 PM,,598335
Police Officer,,SUBMITTED,2018-08-01 07:14:00 AM,,598374
Sergeant of Police,,SUBMITTED,2018-08-01 07:19:00 AM,,598374
Lieutenant of Police,,APPROVED,2018-08-01 07:35:00 AM,,598374
Police Officer,,SUBMITTED,2018-08-20 05:36:00 AM,,598374
Sergeant of Police,,SUBMITTED,2018-08-21 02:47:00 PM,,598374
Sergeant of Police,,SUBMITTED,2018-08-21 05:11:00 AM,,598374
Captain of Police,,APPROVED,2018-10-12 02:05:00 PM,,598374
Police Officer,,SUBMITTED,2018-08-01 06:53:00 AM,,598377
Sergeant of Police,,SUBMITTED,2018-08-01 07:24:00 AM,,598377
Lieutenant of Police,,APPROVED,2018-08-01 07:31:00 AM,,598377
Police Officer,,SUBMITTED,2018-08-16 07:06:00 AM,,598377
Sergeant of Police,,APPROVED,2018-08-17 02:28:00 PM,,598377
Police Officer,,SUBMITTED,2018-08-01 05:10:00 AM,,598638
Sergeant of Police,,SUBMITTED,2018-08-01 08:43:00 AM,,598638
Lieutenant of Police,,APPROVED,2018-08-08 01:15:00 PM,,598638
Police Officer,,SUBMITTED,2018-08-08 07:53:00 AM,,598638
Sergeant of Police,,APPROVED,2018-08-09 12:43:00 AM,,598638
Police Officer,,SUBMITTED,2018-08-01 05:50:00 AM,,598772
Sergeant of Police,,SUBMITTED,2018-08-01 06:14:00 AM,,598772
Lieutenant of Police,,APPROVED,2018-08-01 06:56:00 AM,,598772
Police Officer,,SUBMITTED,2018-08-06 10:23:00 AM,,598772
Sergeant of Police,,APPROVED,2018-08-06 10:39:00 AM,,598772
Police Officer,,SUBMITTED,2018-08-01 07:14:00 AM,,598843
Sergeant of Police,,SUBMITTED,2018-08-01 09:07:00 AM,,598843
Police Officer,,SUBMITTED,2018-08-01 09:48:00 AM,,598843
Lieutenant of Police,,APPROVED,2018-08-01 09:59:00 AM,,598843
Police Officer,,SUBMITTED,2018-08-01 12:10:00 AM,,599061
Sergeant of Police,,SUBMITTED,2018-08-01 12:14:00 AM,,599061
Captain of Police,,APPROVED,2018-08-02 08:16:00 AM,,599061
Police Officer / Field Training Officer,,SUBMITTED,2018-08-01 02:17:00 PM,,599176
Sergeant of Police,,SUBMITTED,2018-08-02 06:40:00 AM,,599176
Lieutenant of Police,,APPROVED,2018-08-02 06:49:00 AM,,599176
Police Officer,,SUBMITTED,2018-08-02 06:02:00 AM,,599319
Sergeant of Police,,SUBMITTED,2018-08-13 09:30:00 AM,,609944
Sergeant of Police,,SUBMITTED,2018-08-02 06:38:00 AM,,599319
Lieutenant of Police,,APPROVED,2018-08-02 07:30:00 AM,,599319
Sergeant of Police,,SUBMITTED,2018-08-03 12:50:00 AM,,599319
Sergeant of Police,,APPROVED,2018-08-03 12:50:00 AM,,599319
Sergeant of Police,,SUBMITTED,2018-08-02 06:58:00 AM,,599347
Sergeant of Police,,SUBMITTED,2018-08-02 09:04:00 AM,,599347
Lieutenant of Police,,APPROVED,2018-08-02 09:33:00 AM,,599347
Sergeant of Police,,APPROVED,2018-08-02 08:02:00 AM,,599347
Sergeant of Police,,SUBMITTED,2018-08-02 08:02:00 AM,,599347
Police Officer,,SUBMITTED,2018-08-02 07:36:00 AM,,599349
Police Officer,,SUBMITTED,2018-08-02 10:20:00 AM,,599349
Sergeant of Police,,SUBMITTED,2018-08-02 10:26:00 AM,,599349
Lieutenant of Police,,APPROVED,2018-08-02 10:50:00 AM,,599349
Police Officer,,SUBMITTED,2018-08-14 07:21:00 AM,,599349
Sergeant of Police,,APPROVED,2018-08-15 01:54:00 PM,,599349
Police Officer,,SUBMITTED,2018-08-02 08:01:00 AM,,599430
Sergeant of Police,,SUBMITTED,2018-08-02 10:25:00 AM,,599430
Lieutenant of Police,,APPROVED,2018-08-02 10:35:00 AM,,599430
Police Officer,,SUBMITTED,2018-08-14 07:17:00 AM,,599430
Sergeant of Police,,APPROVED,2018-08-15 01:55:00 PM,,599430
Sergeant of Police,,SUBMITTED,2018-08-09 02:25:00 PM,,599611
Lieutenant of Police,,APPROVED,2018-09-27 10:09:00 AM,,599611
Police Officer,,SUBMITTED,2018-10-09 04:55:00 PM,,599611
Sergeant of Police,,SUBMITTED,2018-10-11 02:18:00 PM,,599611
Captain of Police,,SUBMITTED,2018-10-12 05:56:00 AM,,599611
Sergeant of Police,,APPROVED,2019-01-29 06:23:00 AM,,599611
Sergeant of Police,,SUBMITTED,2018-08-02 03:27:00 PM,,599653
Lieutenant of Police,,APPROVED,2018-08-02 03:57:00 PM,,599653
Police Officer,,SUBMITTED,2018-08-07 02:25:00 PM,,599653
Sergeant of Police,,APPROVED,2018-08-07 03:54:00 PM,,599653
Police Officer,,SUBMITTED,2018-08-06 02:27:00 PM,,599671
Sergeant of Police,,SUBMITTED,2018-08-06 04:05:00 PM,,599671
Lieutenant of Police,,APPROVED,2018-08-07 05:57:00 AM,,599671
Police Officer,,SUBMITTED,2018-08-16 07:32:00 AM,,599671
Sergeant of Police,,APPROVED,2018-08-17 02:12:00 PM,,599671
Sergeant of Police,,SUBMITTED,2018-08-02 03:23:00 PM,,599684
Sergeant of Police,,SUBMITTED,2018-08-02 03:57:00 PM,,599684
Lieutenant of Police,,APPROVED,2018-08-02 04:00:00 PM,,599684
Police Officer,,SUBMITTED,2018-08-06 06:29:00 AM,,599684
Sergeant of Police,,APPROVED,2018-08-06 06:38:00 AM,,599684
Police Officer,,SUBMITTED,2018-08-03 03:51:00 PM,,599947
Sergeant of Police,,SUBMITTED,2018-08-03 04:01:00 PM,,599947
Lieutenant of Police,,APPROVED,2018-08-27 11:37:00 AM,,599947
Police Officer,,SUBMITTED,2018-09-05 08:39:00 AM,,599947
Sergeant of Police,,SUBMITTED,2018-09-06 02:28:00 PM,,599947
Captain of Police,,SUBMITTED,2018-09-10 06:03:00 AM,,599947
Sergeant of Police,,APPROVED,2018-09-13 09:57:00 AM,,599947
Police Officer,,SUBMITTED,2018-08-08 02:01:00 PM,,599956
Sergeant of Police,,SUBMITTED,2018-08-08 05:17:00 AM,,599956
Lieutenant of Police,,APPROVED,2018-08-27 11:38:00 AM,,599956
Police Officer,,SUBMITTED,2018-09-07 01:39:00 PM,,599956
Sergeant of Police,,SUBMITTED,2018-09-07 01:42:00 PM,,599956
Captain of Police,,SUBMITTED,2018-09-10 06:08:00 AM,,599956
Captain of Police,,APPROVED,2018-09-19 01:55:00 PM,,599956
Police Officer,,SUBMITTED,2018-08-02 12:12:00 AM,,600106
Sergeant of Police,,SUBMITTED,2018-08-02 12:46:00 AM,,600106
Lieutenant of Police,,APPROVED,2018-08-02 01:24:00 PM,,600106
Sergeant of Police,,APPROVED,2018-08-03 01:18:00 PM,,600106
Sergeant of Police,,SUBMITTED,2018-08-03 01:18:00 PM,,600106
Police Officer,,SUBMITTED,2018-08-02 12:53:00 AM,,600128
Sergeant of Police,,SUBMITTED,2018-08-02 01:57:00 PM,,600128
Lieutenant of Police,,APPROVED,2018-08-02 02:22:00 PM,,600128
Police Officer,,SUBMITTED,2018-08-21 01:04:00 PM,,600128
Sergeant of Police,,APPROVED,2018-08-23 11:35:00 AM,,600128
Police Officer,,SUBMITTED,2018-08-02 04:57:00 PM,,600331
Sergeant of Police,,SUBMITTED,2018-08-03 06:25:00 AM,,600331
Lieutenant of Police,,APPROVED,2018-08-03 06:54:00 AM,,600331
Police Officer,,SUBMITTED,2018-08-02 04:49:00 PM,,600350
Sergeant of Police,,SUBMITTED,2018-08-03 06:41:00 AM,,600350
Lieutenant of Police,,APPROVED,2018-08-03 07:41:00 AM,,600350
Police Officer,,SUBMITTED,2018-08-15 06:45:00 AM,,600350
Sergeant of Police,,SUBMITTED,2018-08-15 07:54:00 AM,,600350
Sergeant of Police,,SUBMITTED,2018-08-16 03:18:00 PM,,600350
Captain of Police,,APPROVED,2018-09-19 03:34:00 PM,,600350
Police Officer,,SUBMITTED,2018-08-03 05:22:00 AM,,600354
Sergeant of Police,,SUBMITTED,2018-08-03 05:43:00 AM,,600354
Police Officer,,SUBMITTED,2018-08-03 06:41:00 AM,,600354
Lieutenant of Police,,APPROVED,2018-08-03 08:34:00 AM,,600354
Police Officer,,SUBMITTED,2018-08-03 05:06:00 AM,,600366
Sergeant of Police,,SUBMITTED,2018-08-03 06:31:00 AM,,600366
Lieutenant of Police,,APPROVED,2018-08-03 07:25:00 AM,,600366
Police Officer,,SUBMITTED,2018-08-15 06:54:00 AM,,600366
Sergeant of Police,,APPROVED,2018-08-16 06:24:00 AM,,600366
Police Officer,,SUBMITTED,2018-08-03 06:35:00 AM,,600369
Sergeant of Police,,SUBMITTED,2018-08-03 07:17:00 AM,,600369
Lieutenant of Police,,APPROVED,2018-08-03 07:25:00 AM,,600369
Police Officer,,SUBMITTED,2018-08-07 12:27:00 AM,,600369
Sergeant of Police,,APPROVED,2018-08-08 04:34:00 PM,,600369
Police Officer,,SUBMITTED,2018-08-03 05:13:00 AM,,600371
Sergeant of Police,,SUBMITTED,2018-08-03 07:10:00 AM,,600371
Lieutenant of Police,,APPROVED,2018-08-03 07:24:00 AM,,600371
Police Officer,,SUBMITTED,2018-08-09 04:51:00 PM,,600371
Sergeant of Police,,SUBMITTED,2018-08-09 09:35:00 AM,,600371
Sergeant of Police,,SUBMITTED,2018-08-13 08:33:00 AM,,600371
Sergeant of Police,,APPROVED,2018-08-20 11:41:00 AM,,600371
Police Officer,,SUBMITTED,2018-08-03 06:53:00 AM,,600377
Sergeant of Police,,SUBMITTED,2018-08-03 07:08:00 AM,,600377
Lieutenant of Police,,APPROVED,2018-08-03 07:35:00 AM,,600377
Police Officer,,SUBMITTED,2018-08-15 07:02:00 AM,,600377
Sergeant of Police,,SUBMITTED,2018-08-15 09:01:00 AM,,600377
Sergeant of Police,,SUBMITTED,2018-08-16 03:19:00 PM,,600377
Captain of Police,,APPROVED,2018-09-19 03:35:00 PM,,600377
Police Officer,,SUBMITTED,2018-08-03 08:23:00 AM,,600399
Sergeant of Police,,SUBMITTED,2018-08-03 09:03:00 AM,,600399
Lieutenant of Police,,APPROVED,2018-08-03 09:11:00 AM,,600399
Police Officer,,SUBMITTED,2018-08-03 10:00:00 AM,,600404
Sergeant of Police,,SUBMITTED,2018-08-03 10:23:00 AM,,600404
Lieutenant of Police,,APPROVED,2018-08-03 12:37:00 AM,,600404
Police Officer,,SUBMITTED,2018-08-03 08:08:00 AM,,600406
Sergeant of Police,,SUBMITTED,2018-08-03 09:11:00 AM,,600406
Lieutenant of Police,,APPROVED,2018-08-03 09:17:00 AM,,600406
Police Officer,,SUBMITTED,2018-08-03 09:55:00 AM,,600415
Sergeant of Police,,SUBMITTED,2018-08-03 10:22:00 AM,,600415
Police Officer,,SUBMITTED,2018-08-03 11:01:00 AM,,600415
Lieutenant of Police,,APPROVED,2018-08-03 12:47:00 AM,,600415
Police Officer,,SUBMITTED,2018-08-03 09:56:00 AM,,600418
Sergeant of Police,,SUBMITTED,2018-08-03 10:21:00 AM,,600418
Police Officer,,SUBMITTED,2018-08-03 10:57:00 AM,,600418
Lieutenant of Police,,APPROVED,2018-08-03 12:42:00 AM,,600418
Police Officer,,SUBMITTED,2018-08-03 09:34:00 AM,,600435
Sergeant of Police,,SUBMITTED,2018-08-03 10:20:00 AM,,600435
Police Officer,,SUBMITTED,2018-08-03 10:48:00 AM,,600435
Lieutenant of Police,,APPROVED,2018-08-03 11:38:00 AM,,600435
Police Officer,,SUBMITTED,2018-08-03 08:14:00 AM,,600440
Sergeant of Police,,SUBMITTED,2018-08-03 09:07:00 AM,,600440
Lieutenant of Police,,APPROVED,2018-08-03 09:14:00 AM,,600440
Police Officer,,SUBMITTED,2018-08-03 09:48:00 AM,,600466
Sergeant of Police,,SUBMITTED,2018-08-03 10:02:00 AM,,600466
Lieutenant of Police,,APPROVED,2018-08-03 10:12:00 AM,,600466
Sergeant of Police,,SUBMITTED,2018-08-03 01:26:00 PM,,600466
Sergeant of Police,,APPROVED,2018-08-03 01:27:00 PM,,600466
Police Officer,,SUBMITTED,2018-08-03 09:12:00 AM,,600477
Sergeant of Police,,SUBMITTED,2018-08-03 09:44:00 AM,,600477
Lieutenant of Police,,APPROVED,2018-08-03 09:59:00 AM,,600477
Sergeant of Police,,APPROVED,2018-08-03 01:28:00 PM,,600477
Sergeant of Police,,SUBMITTED,2018-08-03 01:28:00 PM,,600477
Sergeant of Police,,SUBMITTED,2018-08-03 07:19:00 AM,,600581
Captain of Police,,APPROVED,2018-08-03 07:57:00 AM,,600581
Sergeant of Police,,SUBMITTED,2018-08-06 03:39:00 PM,,600581
Sergeant of Police,,APPROVED,2018-08-06 03:39:00 PM,,600581
Police Officer,,SUBMITTED,2018-08-03 05:15:00 AM,,600594
Sergeant of Police,,SUBMITTED,2018-08-03 05:29:00 AM,,600594
Lieutenant of Police,,APPROVED,2018-08-03 06:03:00 AM,,600594
Police Officer,,SUBMITTED,2018-08-03 05:18:00 AM,,600606
Sergeant of Police,,SUBMITTED,2018-08-03 05:25:00 AM,,600606
Lieutenant of Police,,APPROVED,2018-08-03 05:51:00 AM,,600606
Police Officer,,SUBMITTED,2018-08-03 05:40:00 AM,,600607
Sergeant of Police,,SUBMITTED,2018-08-03 06:09:00 AM,,600607
Police Officer,,SUBMITTED,2018-08-03 06:25:00 AM,,600607
Lieutenant of Police,,APPROVED,2018-08-03 06:32:00 AM,,600607
Police Officer,,SUBMITTED,2018-08-03 04:34:00 PM,,600612
Sergeant of Police,,SUBMITTED,2018-08-03 04:54:00 PM,,600612
Police Officer,,SUBMITTED,2018-08-03 05:09:00 AM,,600612
