rank,star,status,status_datetime,officer_id,trr_id
,,,2017-04-01 05:40:00 AM,,102028
SERGEANT,812,,2017-04-01 05:48:00 AM,,102028
LIEUTENANT,205,,2017-04-01 06:43:00 AM,,102028
OFFICER,14932,,2017-04-01 07:04:00 AM,,102029
SERGEANT,895,,2017-04-01 07:11:00 AM,,102029
LIEUTENANT,556,,2017-04-01 07:20:00 AM,,102029
OFFICER,5642,,2017-04-01 06:33:00 AM,,102030
SERGEANT,895,,2017-04-01 06:43:00 AM,,102030
LIEUTENANT,556,,2017-04-01 07:06:00 AM,,102030
OFFICER,19963,,2017-04-01 05:33:00 AM,,102031
SERGEANT,812,,2017-04-01 05:43:00 AM,,102031
LIEUTENANT,205,,2017-04-01 06:19:00 AM,,102031
OFFICER,19553,,2017-04-01 05:46:00 AM,,102032
SERGEANT,895,,2017-04-01 05:49:00 AM,,102032
LIEUTENANT,556,,2017-04-01 06:58:00 AM,,102032
OFFICER,12716,,2017-04-01 06:37:00 AM,,102033
SERGEANT,895,,2017-04-01 06:42:00 AM,,102033
LIEUTENANT,556,,2017-04-01 07:09:00 AM,,102033
OFFICER,9605,,2017-04-01 05:51:00 AM,,102034
SERGEANT,812,,2017-04-01 05:52:00 AM,,102034
LIEUTENANT,205,,2017-04-01 06:19:00 AM,,102034
OFFICER,19553,,2017-04-01 07:40:00 AM,,102035
SERGEANT,895,,2017-04-01 07:44:00 AM,,102035
LIEUTENANT,556,,2017-04-01 07:57:00 AM,,102035
OFFICER,14371,,2017-04-01 11:59:00 AM,,102037
SERGEANT,1313,,2017-04-01 12:00:00 AM,,102037
LIEUTENANT,714,,2017-04-01 12:09:00 AM,,102037
OFFICER,17850,,2017-04-01 10:58:00 AM,,102038
SERGEANT,2367,,2017-04-01 11:01:00 AM,,102038
LIEUTENANT,308,,2017-04-01 11:03:00 AM,,102038
OFFICER,13526,,2017-04-01 09:06:00 AM,,102039
SERGEANT,2367,,2017-04-01 09:16:00 AM,,102039
LIEUTENANT,308,,2017-04-01 10:59:00 AM,,102039
OFFICER,14223,,2017-04-01 11:19:00 AM,,102040
SERGEANT,1313,,2017-04-01 11:21:00 AM,,102040
LIEUTENANT,714,,2017-04-01 12:00:00 AM,,102040
OFFICER,6269,,2017-04-01 03:23:00 PM,,102041
SERGEANT,2406,,2017-04-01 03:51:00 PM,,102041
LIEUTENANT,345,,2017-04-02 06:09:00 AM,,102041
OFFICER,18666,,2017-04-01 11:18:00 AM,,102042
SERGEANT,1313,,2017-04-01 11:19:00 AM,,102042
LIEUTENANT,714,,2017-04-01 12:07:00 AM,,102042
OFFICER,5299,,2017-04-01 04:16:00 PM,,102043
SERGEANT,2406,,2017-04-01 04:21:00 PM,,102043
LIEUTENANT,345,,2017-04-02 06:09:00 AM,,102043
OFFICER,7699,,2017-04-01 04:58:00 PM,,102044
SERGEANT,2406,,2017-04-02 05:28:00 AM,,102044
LIEUTENANT,345,,2017-04-02 06:10:00 AM,,102044
OFFICER,18420,,2017-04-01 03:19:00 PM,,102046
LIEUTENANT,345,,2017-04-01 04:34:00 PM,,102046
LIEUTENANT,345,,2017-04-02 06:11:00 AM,,102046
OFFICER,11332,,2017-04-01 04:19:00 PM,,102047
SERGEANT,2406,,2017-04-01 04:20:00 PM,,102047
LIEUTENANT,345,,2017-04-02 07:56:00 AM,,102047
OFFICER,4776,,2017-04-02 05:05:00 AM,,102048
SERGEANT,2406,,2017-04-02 05:07:00 AM,,102048
LIEUTENANT,345,,2017-04-02 08:19:00 AM,,102048
SERGEANT,1252,,2017-04-01 02:46:00 PM,,102049
SERGEANT,1252,,2017-04-02 05:09:00 AM,,102049
LIEUTENANT,714,,2017-04-02 05:23:00 AM,,102049
SERGEANT,1005,,2017-04-01 04:47:00 PM,,102051
SERGEANT,2406,,2017-04-02 05:35:00 AM,,102051
LIEUTENANT,345,,2017-04-02 08:16:00 AM,,102051
OFFICER,11782,,2017-04-01 03:03:00 PM,,102052
SERGEANT,2689,,2017-04-01 03:05:00 PM,,102052
LIEUTENANT,596,,2017-04-01 03:18:00 PM,,102052
OFFICER,10586,,2017-04-01 02:22:00 PM,,102054
SERGEANT,1524,,2017-04-01 02:31:00 PM,,102054
LIEUTENANT,233,,2017-04-01 02:47:00 PM,,102054
OFFICER,8757,,2017-04-01 03:32:00 PM,,102055
SERGEANT,1252,,2017-04-02 05:10:00 AM,,102055
LIEUTENANT,714,,2017-04-02 05:23:00 AM,,102055
OFFICER,16455,,2017-04-02 09:12:00 AM,,102056
SERGEANT,1005,,2017-04-02 09:24:00 AM,,102056
LIEUTENANT,345,,2017-04-30 12:54:00 AM,,102056
OFFICER,16077,,2017-04-02 05:22:00 AM,,102057
SERGEANT,1194,,2017-04-02 05:23:00 AM,,102057
LIEUTENANT,431,,2017-04-02 06:00:00 AM,,102057
OFFICER,7725,,2017-04-02 05:14:00 AM,,102058
SERGEANT,1194,,2017-04-02 05:19:00 AM,,102058
LIEUTENANT,431,,2017-04-02 06:03:00 AM,,102058
OFFICER,6673,,2017-04-01 02:47:00 PM,,102059
SERGEANT,1252,,2017-04-02 05:06:00 AM,,102059
LIEUTENANT,714,,2017-04-02 05:25:00 AM,,102059
OFFICER,4527,,2017-04-01 03:37:00 PM,,102060
SERGEANT,1020,,2017-04-01 04:50:00 PM,,102060
LIEUTENANT,240,,2017-04-02 05:46:00 AM,,102060
OFFICER,4689,,2017-04-01 03:38:00 PM,,102061
SERGEANT,1020,,2017-04-01 04:51:00 PM,,102061
LIEUTENANT,240,,2017-04-02 05:45:00 AM,,102061
OFFICER,19575,,2017-04-01 04:18:00 PM,,102063
SERGEANT,2426,,2017-04-02 05:04:00 AM,,102063
LIEUTENANT,317,,2017-04-02 07:51:00 AM,,102063
OFFICER,5508,,2017-04-01 04:25:00 PM,,102064
SERGEANT,1020,,2017-04-01 04:49:00 PM,,102064
LIEUTENANT,240,,2017-04-02 05:44:00 AM,,102064
OFFICER,14620,,2017-04-02 05:07:00 AM,,102065
SERGEANT,1252,,2017-04-02 05:10:00 AM,,102065
LIEUTENANT,714,,2017-04-02 05:22:00 AM,,102065
OFFICER,17303,,2017-04-02 05:13:00 AM,,102066
SERGEANT,858,,2017-04-02 06:54:00 AM,,102066
LIEUTENANT,660,,2017-04-02 07:14:00 AM,,102066
OFFICER,17814,,2017-04-02 08:12:00 AM,,102067
SERGEANT,2145,,2017-04-02 09:29:00 AM,,102067
LIEUTENANT,413,,2017-04-02 09:34:00 AM,,102067
OFFICER,19165,,2017-04-02 08:10:00 AM,,102069
SERGEANT,2145,,2017-04-02 09:28:00 AM,,102069
LIEUTENANT,413,,2017-04-02 09:35:00 AM,,102069
OFFICER,11287,,2017-04-02 08:12:00 AM,,102070
SERGEANT,2145,,2017-04-02 09:27:00 AM,,102070
LIEUTENANT,413,,2017-04-02 09:32:00 AM,,102070
OFFICER,17712,,2017-04-02 07:23:00 AM,,102071
SERGEANT,1855,,2017-04-02 07:25:00 AM,,102071
LIEUTENANT,317,,2017-04-02 08:11:00 AM,,102071
OFFICER,15810,,2017-04-02 08:10:00 AM,,102072
SERGEANT,1855,,2017-04-02 08:12:00 AM,,102072
LIEUTENANT,317,,2017-04-02 08:15:00 AM,,102072
OFFICER,9619,,2017-04-02 08:20:00 AM,,102073
SERGEANT,2145,,2017-04-02 09:27:00 AM,,102073
LIEUTENANT,413,,2017-04-02 09:34:00 AM,,102073
OFFICER,19056,,2017-04-02 08:43:00 AM,,102074
SERGEANT,2145,,2017-04-02 09:28:00 AM,,102074
LIEUTENANT,413,,2017-04-02 09:37:00 AM,,102074
OFFICER,19320,,2017-04-02 09:37:00 AM,,102075
SERGEANT,1535,,2017-04-02 10:09:00 AM,,102075
LIEUTENANT,259,,2017-04-02 10:17:00 AM,,102075
OFFICER,19839,,2017-04-02 10:01:00 AM,,102076
SERGEANT,1535,,2017-04-02 10:08:00 AM,,102076
LIEUTENANT,259,,2017-04-02 10:14:00 AM,,102076
OFFICER,16980,,2017-04-02 03:00:00 PM,,102077
SERGEANT,1859,,2017-04-02 03:02:00 PM,,102077
LIEUTENANT,510,,2017-04-02 03:25:00 PM,,102077
OFFICER,16958,,2017-04-02 03:01:00 PM,,102078
SERGEANT,1859,,2017-04-02 03:02:00 PM,,102078
LIEUTENANT,510,,2017-04-02 03:24:00 PM,,102078
OFFICER,15066,,2017-04-02 04:32:00 PM,,102079
SERGEANT,1297,,2017-04-02 05:53:00 AM,,102079
LIEUTENANT,339,,2017-04-02 05:58:00 AM,,102079
OFFICER,9258,,2017-04-02 09:44:00 AM,,102080
SERGEANT,1005,,2017-04-02 09:58:00 AM,,102080
LIEUTENANT,431,,2017-04-02 11:00:00 AM,,102080
OFFICER,11471,,2017-04-02 01:45:00 PM,,102081
SERGEANT,1316,,2017-04-02 01:58:00 PM,,102081
LIEUTENANT,236,,2017-04-02 02:04:00 PM,,102081
OFFICER,5899,,2017-04-02 01:24:00 PM,,102082
SERGEANT,1450,,2017-04-02 02:19:00 PM,,102082
LIEUTENANT,650,,2017-04-02 02:35:00 PM,,102082
OFFICER,13878,,2017-04-02 01:23:00 PM,,102083
SERGEANT,1450,,2017-04-02 02:18:00 PM,,102083
LIEUTENANT,650,,2017-04-02 02:37:00 PM,,102083
OFFICER,3764,,2017-04-02 01:45:00 PM,,102086
SERGEANT,1316,,2017-04-02 01:57:00 PM,,102086
LIEUTENANT,236,,2017-04-02 02:01:00 PM,,102086
OFFICER,11828,,2017-04-02 04:14:00 PM,,102087
SERGEANT,1679,,2017-04-02 04:16:00 PM,,102087
LIEUTENANT,723,,2017-04-02 04:30:00 PM,,102087
OFFICER,10378,,2017-04-02 03:28:00 PM,,102088
SERGEANT,1371,,2017-04-02 03:29:00 PM,,102088
LIEUTENANT,632,,2017-04-02 04:56:00 PM,,102088
OFFICER,6992,,2017-04-02 04:14:00 PM,,102089
SERGEANT,1679,,2017-04-02 04:15:00 PM,,102089
LIEUTENANT,723,,2017-04-02 04:28:00 PM,,102089
OFFICER,6285,,2017-04-02 03:00:00 PM,,102090
SERGEANT,2277,,2017-04-02 04:48:00 PM,,102090
LIEUTENANT,471,,2017-04-15 08:04:00 AM,,102090
OFFICER,19622,,2017-04-03 06:24:00 AM,,102092
SERGEANT,2251,,2017-04-03 06:31:00 AM,,102092
LIEUTENANT,413,,2017-04-03 07:08:00 AM,,102092
OFFICER,11493,,2017-04-03 04:43:00 PM,,102094
SERGEANT,927,,2017-04-03 04:48:00 PM,,102094
LIEUTENANT,415,,2017-04-04 05:12:00 AM,,102094
OFFICER,5899,,2017-04-03 07:28:00 AM,,102097
SERGEANT,1244,,2017-04-03 07:43:00 AM,,102097
LIEUTENANT,650,,2017-04-03 08:40:00 AM,,102097
OFFICER,15921,,2017-04-03 07:37:00 AM,,102098
SERGEANT,1244,,2017-04-03 07:45:00 AM,,102098
LIEUTENANT,650,,2017-04-03 08:42:00 AM,,102098
OFFICER,15468,,2017-04-03 12:02:00 AM,,102099
SERGEANT,1615,,2017-04-03 12:23:00 AM,,102099
LIEUTENANT,224,,2017-04-03 12:29:00 AM,,102099
OFFICER,3764,,2017-04-03 03:13:00 PM,,102100
SERGEANT,2174,,2017-04-03 03:19:00 PM,,102100
LIEUTENANT,503,,2017-04-03 03:22:00 PM,,102100
OFFICER,13845,,2017-04-03 03:12:00 PM,,102101
SERGEANT,2174,,2017-04-03 03:20:00 PM,,102101
LIEUTENANT,503,,2017-04-03 03:23:00 PM,,102101
OFFICER,14334,,2017-04-04 04:40:00 PM,,102103
SERGEANT,1959,,2017-04-04 04:42:00 PM,,102103
LIEUTENANT,268,,2017-04-04 05:03:00 AM,,102103
OFFICER,4500,,2017-04-04 06:45:00 AM,,102104
SERGEANT,2218,,2017-04-04 06:47:00 AM,,102104
LIEUTENANT,225,,2017-04-04 07:52:00 AM,,102104
OFFICER,19949,,2017-04-04 06:33:00 AM,,102105
SERGEANT,2218,,2017-04-04 06:38:00 AM,,102105
LIEUTENANT,225,,2017-04-04 08:07:00 AM,,102105
OFFICER,16499,,2017-04-04 06:52:00 AM,,102106
SERGEANT,2218,,2017-04-04 06:53:00 AM,,102106
LIEUTENANT,225,,2017-04-04 08:01:00 AM,,102106
OFFICER,14069,,2017-04-04 07:44:00 AM,,102107
SERGEANT,2218,,2017-04-04 07:52:00 AM,,102107
LIEUTENANT,225,,2017-04-04 08:12:00 AM,,102107
OFFICER,9327,,2017-04-04 02:01:00 PM,,102108
SERGEANT,2105,,2017-04-04 04:40:00 PM,,102108
LIEUTENANT,471,,2017-04-04 04:45:00 PM,,102108
OFFICER,4126,,2017-04-04 02:41:00 PM,,102110
SERGEANT,1119,,2017-04-04 02:45:00 PM,,102110
LIEUTENANT,232,,2017-04-04 03:35:00 PM,,102110
OFFICER,14769,,2017-04-05 05:49:00 AM,,102111
SERGEANT,839,,2017-04-05 07:02:00 AM,,102111
LIEUTENANT,406,,2017-04-05 07:58:00 AM,,102111
OFFICER,6259,,2017-04-05 08:42:00 AM,,102112
SERGEANT,1604,,2017-04-05 08:49:00 AM,,102112
LIEUTENANT,496,,2017-04-05 09:02:00 AM,,102112
OFFICER,8413,,2017-04-05 07:32:00 AM,,102113
SERGEANT,1841,,2017-04-05 07:41:00 AM,,102113
LIEUTENANT,667,,2017-04-05 08:45:00 AM,,102113
SERGEANT,1841,,2017-04-05 07:46:00 AM,,102114
LIEUTENANT,667,,2017-04-05 08:04:00 AM,,102114
LIEUTENANT,667,,2017-04-05 08:42:00 AM,,102114
SERGEANT,1604,,2017-04-05 08:42:00 AM,,102115
LIEUTENANT,496,,2017-04-05 08:58:00 AM,,102115
LIEUTENANT,496,,2017-04-05 09:01:00 AM,,102115
OFFICER,14177,,2017-04-05 08:43:00 AM,,102116
SERGEANT,1604,,2017-04-05 08:51:00 AM,,102116
LIEUTENANT,496,,2017-04-05 09:01:00 AM,,102116
OFFICER,3178,,2017-04-05 08:42:00 AM,,102117
SERGEANT,1604,,2017-04-05 08:47:00 AM,,102117
LIEUTENANT,496,,2017-04-05 09:02:00 AM,,102117
OFFICER,15041,,2017-04-05 10:17:00 AM,,102118
SERGEANT,1155,,2017-04-05 10:20:00 AM,,102118
LIEUTENANT,587,,2017-04-05 10:46:00 AM,,102118
OFFICER,9871,,2017-04-05 11:48:00 AM,,102120
SERGEANT,1273,,2017-04-05 12:47:00 AM,,102120
LIEUTENANT,331,,2017-04-05 01:18:00 PM,,102120
OFFICER,6529,,2017-04-05 12:51:00 AM,,102121
SERGEANT,1273,,2017-04-05 12:53:00 AM,,102121
LIEUTENANT,331,,2017-04-05 01:16:00 PM,,102121
OFFICER,18814,,2017-04-05 12:55:00 AM,,102122
SERGEANT,1273,,2017-04-05 12:56:00 AM,,102122
LIEUTENANT,331,,2017-04-05 01:13:00 PM,,102122
OFFICER,18525,,2017-04-06 05:17:00 AM,,102124
SERGEANT,1686,,2017-04-06 06:56:00 AM,,102124
LIEUTENANT,503,,2017-04-06 07:09:00 AM,,102124
OFFICER,8852,,2017-04-06 07:40:00 AM,,102125
SERGEANT,831,,2017-04-06 07:48:00 AM,,102125
LIEUTENANT,396,,2017-04-06 08:06:00 AM,,102125
OFFICER,3891,,2017-04-06 07:31:00 AM,,102126
SERGEANT,831,,2017-04-06 07:49:00 AM,,102126
LIEUTENANT,396,,2017-04-06 08:02:00 AM,,102126
OFFICER,16989,,2017-04-06 05:27:00 AM,,102127
SERGEANT,1686,,2017-04-06 06:56:00 AM,,102127
LIEUTENANT,503,,2017-04-06 07:17:00 AM,,102127
OFFICER,15860,,2017-04-06 12:16:00 AM,,102132
SERGEANT,2348,,2017-04-06 12:20:00 AM,,102132
LIEUTENANT,588,,2017-04-06 12:33:00 AM,,102132
SERGEANT,1731,,2017-04-06 12:27:00 AM,,102133
SERGEANT,2348,,2017-04-06 12:29:00 AM,,102133
LIEUTENANT,588,,2017-04-06 12:33:00 AM,,102133
OFFICER,11024,,2017-04-06 12:37:00 AM,,102136
SERGEANT,2348,,2017-04-06 12:39:00 AM,,102136
LIEUTENANT,588,,2017-04-06 12:41:00 AM,,102136
OFFICER,17679,,2017-04-06 01:46:00 PM,,102139
SERGEANT,1402,,2017-04-06 02:11:00 PM,,102139
LIEUTENANT,503,,2017-04-06 03:00:00 PM,,102139
OFFICER,17323,,2017-04-06 03:06:00 PM,,102140
SERGEANT,2150,,2017-04-06 03:13:00 PM,,102140
LIEUTENANT,278,,2017-04-07 09:34:00 AM,,102140
OFFICER,10280,,2017-04-06 03:08:00 PM,,102141
SERGEANT,2150,,2017-04-06 03:12:00 PM,,102141
LIEUTENANT,278,,2017-04-07 09:33:00 AM,,102141
OFFICER,18472,,2017-04-06 03:32:00 PM,,102142
SERGEANT,1142,,2017-04-06 03:33:00 PM,,102142
LIEUTENANT,183,,2017-04-06 03:39:00 PM,,102142
OFFICER,19651,,2017-04-07 05:41:00 AM,,102144
SERGEANT,1905,,2017-04-07 06:16:00 AM,,102144
LIEUTENANT,415,,2017-04-07 05:14:00 AM,,102144
OFFICER,11219,,2017-04-07 06:36:00 AM,,102145
SERGEANT,1742,,2017-04-07 06:44:00 AM,,102145
LIEUTENANT,416,,2017-04-07 07:04:00 AM,,102145
OFFICER,13161,,2017-04-07 06:44:00 AM,,102151
SERGEANT,1905,,2017-04-07 06:59:00 AM,,102151
LIEUTENANT,415,,2017-04-07 05:20:00 AM,,102151
OFFICER,19810,,2017-04-07 06:50:00 AM,,102152
SERGEANT,1905,,2017-04-07 06:58:00 AM,,102152
LIEUTENANT,415,,2017-04-07 05:18:00 AM,,102152
OFFICER,15477,,2017-04-07 08:05:00 AM,,102153
SERGEANT,1401,,2017-04-07 09:56:00 AM,,102153
LIEUTENANT,183,,2017-04-07 10:13:00 AM,,102153
OFFICER,18771,,2017-04-07 08:05:00 AM,,102154
SERGEANT,1401,,2017-04-07 09:57:00 AM,,102154
LIEUTENANT,183,,2017-04-07 10:15:00 AM,,102154
OFFICER,16512,,2017-04-07 08:26:00 AM,,102155
SERGEANT,2184,,2017-04-07 08:28:00 AM,,102155
LIEUTENANT,320,,2017-04-07 09:59:00 AM,,102155
OFFICER,6964,,2017-04-07 10:40:00 AM,,102156
SERGEANT,818,,2017-04-07 10:41:00 AM,,102156
LIEUTENANT,369,,2017-04-07 10:51:00 AM,,102156
SERGEANT,1955,,2017-04-07 02:47:00 PM,,102157
SERGEANT,1955,,2017-04-07 02:49:00 PM,,102157
CAPTAIN,26,,2017-07-06 11:56:00 AM,,102157
OFFICER,10285,,2017-04-07 04:08:00 PM,,102158
SERGEANT,1424,,2017-04-07 04:21:00 PM,,102158
LIEUTENANT,233,,2017-04-07 04:30:00 PM,,102158
OFFICER,9841,,2017-04-07 03:08:00 PM,,102160
SERGEANT,1424,,2017-04-07 04:18:00 PM,,102160
LIEUTENANT,233,,2017-04-07 04:29:00 PM,,102160
OFFICER,18278,,2017-04-07 04:57:00 PM,,102161
SERGEANT,1273,,2017-04-07 04:58:00 PM,,102161
LIEUTENANT,723,,2017-04-08 06:19:00 AM,,102161
OFFICER,18814,,2017-04-07 04:56:00 PM,,102162
SERGEANT,1273,,2017-04-07 04:57:00 PM,,102162
LIEUTENANT,723,,2017-04-08 06:25:00 AM,,102162
OFFICER,7594,,2017-04-07 04:58:00 PM,,102163
SERGEANT,1273,,2017-04-07 04:59:00 PM,,102163
LIEUTENANT,723,,2017-04-08 06:23:00 AM,,102163
OFFICER,19220,,2017-04-07 04:57:00 PM,,102164
SERGEANT,1273,,2017-04-08 05:00:00 AM,,102164
LIEUTENANT,723,,2017-04-08 06:28:00 AM,,102164
OFFICER,11772,,2017-04-07 04:14:00 PM,,102165
SERGEANT,1273,,2017-04-07 04:48:00 PM,,102165
LIEUTENANT,723,,2017-04-08 06:17:00 AM,,102165
OFFICER,3823,,2017-04-07 04:22:00 PM,,102166
SERGEANT,1273,,2017-04-07 04:55:00 PM,,102166
LIEUTENANT,723,,2017-04-08 06:34:00 AM,,102166
SERGEANT,848,,2017-04-08 05:04:00 AM,,102167
SERGEANT,1571,,2017-04-08 05:24:00 AM,,102167
LIEUTENANT,287,,2017-04-08 06:54:00 AM,,102167
OFFICER,18574,,2017-04-08 06:59:00 AM,,102169
SERGEANT,848,,2017-04-08 07:00:00 AM,,102169
LIEUTENANT,287,,2017-04-08 07:03:00 AM,,102169
OFFICER,10515,,2017-04-08 08:08:00 AM,,102170
SERGEANT,1050,,2017-04-08 09:11:00 AM,,102170
LIEUTENANT,342,,2017-04-08 09:26:00 AM,,102170
LIEUTENANT,342,,2017-04-08 09:29:00 AM,,102170
OFFICER,11353,,2017-04-08 08:54:00 AM,,102171
SERGEANT,1050,,2017-04-08 09:13:00 AM,,102171
LIEUTENANT,342,,2017-04-08 09:31:00 AM,,102171
OFFICER,19220,,2017-04-08 03:30:00 PM,,102172
SERGEANT,1347,,2017-04-08 03:46:00 PM,,102172
LIEUTENANT,261,,2017-04-08 04:13:00 PM,,102172
OFFICER,9455,,2017-04-08 04:47:00 PM,,102173
SERGEANT,1019,,2017-04-08 04:54:00 PM,,102173
LIEUTENANT,501,,2017-04-08 06:22:00 AM,,102173
OFFICER,10606,,2017-04-08 01:34:00 PM,,102175
SERGEANT,2145,,2017-04-08 04:11:00 PM,,102175
LIEUTENANT,423,,2017-04-08 04:44:00 PM,,102175
OFFICER,10594,,2017-04-08 01:39:00 PM,,102176
SERGEANT,2145,,2017-04-08 04:11:00 PM,,102176
LIEUTENANT,423,,2017-04-08 04:45:00 PM,,102176
OFFICER,14472,,2017-04-08 02:38:00 PM,,102178
SERGEANT,1895,,2017-04-08 02:39:00 PM,,102178
LIEUTENANT,572,,2017-04-08 04:50:00 PM,,102178
OFFICER,13912,,2017-04-08 02:24:00 PM,,102179
SERGEANT,1895,,2017-04-08 02:34:00 PM,,102179
LIEUTENANT,572,,2017-04-08 04:55:00 PM,,102179
OFFICER,5028,,2017-04-09 05:43:00 AM,,102180
SERGEANT,1382,,2017-04-09 05:54:00 AM,,102180
LIEUTENANT,183,,2017-04-09 06:08:00 AM,,102180
OFFICER,13817,,2017-04-09 06:28:00 AM,,102181
SERGEANT,1022,,2017-04-09 07:49:00 AM,,102181
LIEUTENANT,667,,2017-04-09 08:14:00 AM,,102181
OFFICER,18969,,2017-04-09 08:49:00 AM,,102182
SERGEANT,1673,,2017-04-09 08:51:00 AM,,102182
LIEUTENANT,307,,2017-04-09 08:53:00 AM,,102182
OFFICER,14768,,2017-04-09 08:50:00 AM,,102183
SERGEANT,1673,,2017-04-09 08:52:00 AM,,102183
LIEUTENANT,307,,2017-04-09 08:55:00 AM,,102183
OFFICER,10337,,2017-04-09 07:26:00 AM,,102184
SERGEANT,1673,,2017-04-09 08:24:00 AM,,102184
LIEUTENANT,307,,2017-04-09 08:47:00 AM,,102184
OFFICER,15448,,2017-04-09 08:03:00 AM,,102185
SERGEANT,1436,,2017-04-09 08:09:00 AM,,102185
LIEUTENANT,235,,2017-04-09 09:39:00 AM,,102185
OFFICER,5566,,2017-04-09 07:41:00 AM,,102186
SERGEANT,1751,,2017-04-09 08:30:00 AM,,102186
LIEUTENANT,722,,2017-04-09 11:00:00 AM,,102186
OFFICER,7927,,2017-04-09 10:38:00 AM,,102187
SERGEANT,1751,,2017-04-09 10:41:00 AM,,102187
LIEUTENANT,722,,2017-04-09 10:58:00 AM,,102187
OFFICER,16989,,2017-04-09 08:51:00 AM,,102188
SERGEANT,1859,,2017-04-09 10:31:00 AM,,102188
LIEUTENANT,384,,2017-04-09 10:41:00 AM,,102188
OFFICER,17864,,2017-04-09 08:24:00 AM,,102189
SERGEANT,1376,,2017-04-09 08:49:00 AM,,102189
LIEUTENANT,396,,2017-04-09 09:27:00 AM,,102189
OFFICER,8870,,2017-04-09 08:36:00 AM,,102191
SERGEANT,1751,,2017-04-09 08:47:00 AM,,102191
LIEUTENANT,722,,2017-04-09 10:54:00 AM,,102191
OFFICER,15315,,2017-04-09 08:30:00 AM,,102192
LIEUTENANT,667,,2017-04-09 09:27:00 AM,,102192
LIEUTENANT,667,,2017-04-09 09:41:00 AM,,102192
OFFICER,17423,,2017-04-09 08:33:00 AM,,102193
SERGEANT,1436,,2017-04-09 08:36:00 AM,,102193
LIEUTENANT,235,,2017-04-09 09:40:00 AM,,102193
OFFICER,14376,,2017-04-09 09:15:00 AM,,102194
SERGEANT,1751,,2017-04-09 09:19:00 AM,,102194
LIEUTENANT,722,,2017-04-09 11:03:00 AM,,102194
OFFICER,17268,,2017-04-09 10:18:00 AM,,102195
SERGEANT,1859,,2017-04-09 10:30:00 AM,,102195
LIEUTENANT,384,,2017-04-09 10:40:00 AM,,102195
OFFICER,19887,,2017-04-09 10:15:00 AM,,102196
LIEUTENANT,667,,2017-04-09 10:31:00 AM,,102196
LIEUTENANT,667,,2017-04-09 10:33:00 AM,,102196
OFFICER,15872,,2017-04-09 12:10:00 AM,,102197
SERGEANT,1090,,2017-04-09 12:16:00 AM,,102197
LIEUTENANT,555,,2017-04-09 12:19:00 AM,,102197
OFFICER,18864,,2017-04-09 04:05:00 PM,,102199
SERGEANT,1301,,2017-04-09 04:10:00 PM,,102199
LIEUTENANT,530,,2017-04-09 04:41:00 PM,,102199
OFFICER,10626,,2017-04-09 11:36:00 AM,,102200
SERGEANT,998,,2017-04-09 01:39:00 PM,,102200
LIEUTENANT,503,,2017-04-09 01:43:00 PM,,102200
OFFICER,10203,,2017-04-09 04:16:00 PM,,102201
SERGEANT,1301,,2017-04-09 04:27:00 PM,,102201
LIEUTENANT,530,,2017-04-09 04:44:00 PM,,102201
OFFICER,17347,,2017-04-09 12:54:00 AM,,102203
SERGEANT,2117,,2017-04-09 12:55:00 AM,,102203
LIEUTENANT,345,,2017-04-09 01:14:00 PM,,102203
OFFICER,15925,,2017-04-09 01:21:00 PM,,102204
SERGEANT,998,,2017-04-09 01:40:00 PM,,102204
LIEUTENANT,503,,2017-04-09 01:44:00 PM,,102204
OFFICER,6529,,2017-04-09 02:41:00 PM,,102205
SERGEANT,1273,,2017-04-09 04:06:00 PM,,102205
LIEUTENANT,503,,2017-04-09 04:37:00 PM,,102205
OFFICER,19158,,2017-04-10 11:59:00 AM,,102206
SERGEANT,1751,,2017-04-10 12:03:00 AM,,102206
LIEUTENANT,397,,2017-04-10 12:37:00 AM,,102206
SERGEANT,979,,2017-04-10 03:22:00 PM,,102207
SERGEANT,2089,,2017-04-10 03:28:00 PM,,102207
LIEUTENANT,378,,2017-04-10 04:09:00 PM,,102207
OFFICER,3131,,2017-04-10 05:58:00 AM,,102209
SERGEANT,1786,,2017-04-10 05:59:00 AM,,102209
LIEUTENANT,354,,2017-04-10 06:31:00 AM,,102209
OFFICER,16837,,2017-04-10 05:56:00 AM,,102210
SERGEANT,1786,,2017-04-10 05:59:00 AM,,102210
LIEUTENANT,354,,2017-04-10 06:27:00 AM,,102210
OFFICER,4438,,2017-04-10 07:53:00 AM,,102211
SERGEANT,1192,,2017-04-10 08:00:00 AM,,102211
LIEUTENANT,201,,2017-04-10 08:06:00 AM,,102211
OFFICER,6456,,2017-04-10 11:58:00 AM,,102212
SERGEANT,2334,,2017-04-10 02:34:00 PM,,102212
LIEUTENANT,587,,2017-04-11 05:44:00 AM,,102212
OFFICER,18312,,2017-04-10 02:46:00 PM,,102213
SERGEANT,2334,,2017-04-11 05:14:00 AM,,102213
LIEUTENANT,587,,2017-04-11 06:02:00 AM,,102213
OFFICER,3774,,2017-04-10 11:53:00 AM,,102214
SERGEANT,2334,,2017-04-10 03:09:00 PM,,102214
LIEUTENANT,587,,2017-04-11 05:51:00 AM,,102214
OFFICER,9301,,2017-04-10 03:13:00 PM,,102215
SERGEANT,876,,2017-04-10 03:21:00 PM,,102215
LIEUTENANT,267,,2017-04-10 03:29:00 PM,,102215
